class,pc1,pc2
Not,-14.45343952,6.795413686
Not,-16.33077448,-3.848028477
Not,-16.1167782,-3.698653235
Not,-12.38605632,6.998666446
Not,-13.89954412,9.963342285
Not,-14.48350447,-5.288683835
Germinated,-28.69426747,11.15870625
Not,-11.48804597,-2.142784843
Germinated,-14.11581662,4.551938673
Not,-16.65899018,10.80965432
Not,-13.46943481,7.960624466
Not,-17.26543989,-6.846375747
Germinated,-25.05102624,-9.029860287
Not,-14.02047991,8.266341516
Not,-13.934618,7.623065668
Not,-25.3592577,-11.63391633
Germinated,-24.32365634,-2.161184185
Germinated,-45.43746026,-5.619069624
Not,-28.23223265,-14.45088624
Germinated,-22.86718042,-1.502486691
Germinated,-35.68783429,20.86840857
Not,-14.29446131,8.281173419
Not,-18.64829134,-5.135337646
Germinated,-36.06335139,1.030660012
Not,-20.76714948,-7.045441852
Not,-23.96281464,-5.906573716
Not,-16.23745159,-2.794471963
Germinated,-33.68844805,-11.17046558
Not,-36.39282257,-17.70392593
Germinated,-28.47686154,7.165124888
Germinated,-31.11054185,-8.007176848
Germinated,-34.05368709,4.626171334
Not,-13.50923983,-2.058511766
Germinated,-23.17656069,13.09511001
Not,-18.0820547,4.805167678
Germinated,-39.17654352,8.158703924
Not,-26.74162047,-9.570753041
Not,-17.17778163,-4.958787246
Not,-21.50232739,-1.199451054
Germinated,-28.77792286,-8.348057163
Not,-15.39896389,-4.359151686
Not,-17.05769835,-0.330445282
Not,-14.37716998,3.175783186
Not,-18.3098962,-4.097049649
Not,-12.6650036,6.877007763
Not,-15.42772281,5.956884775
Germinated,-23.01381046,-8.451834552
Not,-23.76242826,11.75730838
Not,-17.28715808,-2.341041108
Not,-17.20323636,7.610925372
Not,-17.00903181,-2.828509023
Germinated,-26.9135107,3.406426121
Germinated,-24.91501239,7.621713292
Germinated,-23.38439888,-3.390011739
Not,-30.2325186,-9.807487782
Not,-23.10786849,-5.413557181
Not,-18.41805452,-2.36003545
Not,-15.84659651,9.959420579
Germinated,-15.40784537,9.46477374
Not,-17.43329971,-2.514193585
Not,-16.33630319,6.491152178
Germinated,-11.9270913,4.499266966
Germinated,-31.81883087,9.151548724
Germinated,-20.56070213,8.132142143
Not,-15.38913516,9.868203333
Not,-19.22482439,-1.081408216
Not,-18.99921196,-0.944956246
Not,-13.5393866,8.733254341
Not,-16.12797836,11.86735372
Not,-19.72184506,-3.445117401
Germinated,-37.97566169,13.01918468
Not,-14.95026005,-1.034529014
Germinated,-16.77067308,8.100813106
Not,-20.17673289,0.610184942
Not,-15.26351833,1.451640191
Not,-18.35072202,-6.131205247
Germinated,-24.6888466,-9.105556194
Not,-13.6074969,6.561449073
Not,-13.71299111,4.607674365
Not,-24.04899147,-10.04194465
Germinated,-30.52641874,-11.35927988
Germinated,-48.9692654,-19.23290338
Not,-31.46754245,-21.91548026
Germinated,-26.35024438,-2.657922044
Germinated,-32.38178134,0.850291205
Not,-16.59440867,2.478244498
Not,-18.3485183,-7.140645192
Germinated,-33.96503712,-1.121231312
Not,-32.00954842,-16.77026258
Not,-31.59168302,-20.32365366
Not,-18.10690023,-6.642107367
Germinated,-26.83578801,-10.87407413
Not,-33.90507959,-30.54113755
Germinated,-33.66254374,-7.408842022
Germinated,-23.44622574,-16.87859315
Germinated,-32.65588397,-8.78354355
Not,-14.22083082,-4.407805052
Germinated,-29.29275752,2.377297246
Not,-17.08107175,-1.985131848
Germinated,-31.28833541,1.407914021
Not,-22.10462672,-12.45199162
Not,-20.17431672,-13.6471892
Not,-19.16905919,-10.6269266
Germinated,-25.62386637,-18.8295358
Not,-17.98424934,-10.12256201
Not,-21.77374729,-12.39646759
Not,-14.27365978,-3.152124517
Not,-15.54491748,-6.208070604
Not,-12.60208864,4.561804581
Not,-13.86439051,-0.050602419
Germinated,-18.51401754,-11.52659965
Not,-19.59326611,2.079481879
Not,-15.24533732,-5.840475235
Not,-18.68974015,-7.155486074
Not,-15.806228,-6.968842593
Germinated,-30.26465952,-8.832936966
Germinated,-27.60256904,-7.481689606
Germinated,-18.16019968,-8.599850389
Not,-24.35650775,-16.18657954
Not,-17.03137884,-7.61227695
Not,-15.95349153,-6.593694719
Not,-19.40991,-1.288722227
Germinated,-17.15120717,3.556541493
Not,-14.21890095,-5.623860336
Not,-13.03311938,1.661312517
Germinated,-9.607500922,-2.408778827
Germinated,-20.60344323,-4.527574294
Germinated,-14.61112139,2.587645697
Not,-14.74968914,2.657911943
Not,-19.79531979,-10.66491632
Not,-16.31708137,-7.154798957
Not,-11.96645377,4.207973159
Not,-12.77456535,4.888433813
Not,-14.66845722,-7.737552671
Germinated,-30.4376329,-8.284826367
Not,-12.06408907,-4.293170192
Germinated,-13.53940932,0.571237744
Not,-20.31763514,-3.282493179
Not,-21.7739151,-18.97968368
Not,-22.01217729,-18.36028288
Germinated,-23.97810713,-15.71323358
Not,-11.06805735,3.866912579
Not,-12.17401134,-2.237104713
Not,-21.38763082,-13.94662897
Germinated,-27.03625223,-18.54590639
Germinated,-44.44330874,-25.21950611
Not,-29.24540176,-25.00180182
Germinated,-26.50959112,-8.756009878
Germinated,-31.41865694,-2.651396609
Not,-17.86584033,-7.109018365
Not,-19.33575117,-12.06379529
Germinated,-34.91039553,-9.001038867
Not,-31.88642768,-21.81082859
Not,-32.73119494,-20.81621749
Not,-19.99193796,-9.53542679
Germinated,-36.57838657,-17.63469143
Not,-36.52507554,-37.70765352
Germinated,-35.78316254,-15.62344585
Germinated,-34.58348307,-26.57335325
Germinated,-33.35972522,-11.6522524
Not,-21.65180433,-13.81747149
Germinated,-30.02151537,3.923749858
Not,-18.79574856,-3.706711492
Germinated,-34.89769248,-12.35233047
Not,-31.01136451,-21.53438486
Not,-22.75513891,-16.6543804
Not,-21.55047538,-16.34383069
Germinated,-25.83497261,-16.92716609
Not,-21.28899504,-11.3153846
Not,-25.55319426,-15.73303527
Not,-16.88316061,-7.037039416
Not,-18.06584044,-6.239351637
Not,-13.60051121,5.852202998
Not,-14.84100816,-1.342863625
Germinated,-21.65688309,-6.300144852
Not,-19.82503548,1.144076503
Not,-17.90166306,-5.745704976
Not,-21.9518688,-9.955555279
Not,-21.34843728,-7.982481902
Germinated,-36.99588424,-6.570201022
Germinated,-29.00743643,-3.782220257
Germinated,-21.98205095,-6.126269533
Not,-32.43956325,-15.40574262
Not,-22.11025621,-6.000853602
Not,-19.11728465,-5.074936398
Not,-24.57174536,-1.365934447
Germinated,-18.03002136,-0.649333872
Not,-18.93098342,-5.156761161
Not,-15.36788626,4.431619498
Germinated,-11.02860224,-1.41765194
Germinated,-30.7201056,1.356658645
Germinated,-17.12912668,5.220323808
Not,-17.53258683,5.351885326
Not,-25.93046606,-8.344012628
Not,-22.82838716,-6.126587563
Not,-13.93245655,6.830375455
Not,-15.65020548,8.89187732
Not,-21.64185208,-7.202891794
Germinated,-38.6564317,1.519468235
Not,-16.51772264,-1.804586265
Germinated,-18.3512223,2.316766054
Not,-20.1865819,-0.505769352
Not,-21.30527855,-13.56507542
Not,-23.65737317,-15.15906984
Germinated,-28.04680769,-15.2694769
Not,-11.06943956,1.656686882
Not,-12.73282554,-3.686130226
Not,-15.70635925,-4.850872372
Germinated,-19.54335839,-5.912067591
Germinated,-41.81634271,-20.91212777
Not,-37.30093512,-32.90711454
Germinated,-26.59849712,-7.523624407
Germinated,-39.24600994,-3.390789148
Not,-17.66232927,-13.8789954
Not,-26.72186077,-23.02185072
Germinated,-33.76898456,-19.91033792
Not,-36.86123416,-27.18452543
Not,-35.16961397,-25.56894655
Not,-22.81046848,-12.80415532
Germinated,-35.51621561,-20.37784275
Not,-37.6448242,-38.54245322
Germinated,-31.74596336,-15.12895597
Germinated,-41.58522249,-41.84173644
Germinated,-37.41315888,-17.25677184
Not,-27.30878015,-16.9590248
Germinated,-32.5254865,-6.30708479
Not,-19.81260336,-9.00805701
Germinated,-34.81748559,-11.43977199
Not,-31.69566979,-25.55719042
Not,-24.15021786,-21.02736278
Not,-30.42271314,-32.62923691
Germinated,-25.50340932,-21.09646273
Not,-19.980773,-11.63169175
Not,-23.74469283,-16.66342161
Not,-19.24221509,-14.66339894
Not,-20.68951259,-13.70233919
Not,-11.83565687,-0.383818333
Not,-13.71569379,-5.32887155
Germinated,-20.86332748,-7.792887832
Not,-19.91579803,-4.090769094
Not,-16.66452166,-7.09069092
Not,-19.41015977,-10.54438483
Not,-18.56283713,-10.88716098
Germinated,-36.04776367,-18.06176773
Germinated,-27.47491636,-17.78863153
Germinated,-19.96119731,-11.32259889
Not,-27.33793356,-19.295231
Not,-19.20212899,-8.639911969
Not,-16.22629057,-7.062355965
Not,-19.7804043,-2.74576853
Germinated,-13.94233455,-5.20725707
Not,-20.29309381,-15.50424806
Not,-15.11847689,-6.936597332
Germinated,-10.03463251,-3.044989105
Germinated,-26.96838617,-5.868738709
Germinated,-16.64168078,1.954935045
Not,-13.05308777,0.628644089
Not,-24.23308928,-14.77494841
Not,-19.58743632,-10.92194396
Not,-10.51336906,0.599883522
Not,-11.84837536,3.13348315
Not,-18.49785583,-13.19765973
Germinated,-31.26108933,-14.34508965
Not,-16.1455596,-9.752707342
Germinated,-15.95627595,-3.662679085
Not,-16.90622659,7.326215609
Not,-18.76869131,8.659828188
Not,-16.86951612,12.69863286
Not,-15.26954137,7.906823722
Not,-16.43435026,10.6468241
Not,-14.84261604,7.887623589
Not,-14.09905535,7.946395426
Not,-14.77879698,10.99197882
Not,-15.64752928,4.591595261
Not,-14.14326354,7.267312379
Not,-14.5573876,6.555721794
Not,-13.72227525,4.573281211
Not,-15.27788196,10.12462446
Not,-16.05035698,14.18385396
Not,-15.32367369,12.70760462
Not,-12.76219468,7.15333901
Not,-18.05195228,8.649914393
Not,-16.56549185,6.334186967
Not,-16.3317054,10.07097152
Not,-16.25449318,8.242180024
Not,-12.39181083,7.421972589
Not,-12.55486479,7.613593665
Not,-14.67123181,9.597194028
Not,-14.36023746,11.02985183
Not,-19.98495141,8.377823282
Not,-17.69146874,8.724548419
Not,-16.98968066,9.654732069
Not,-14.53044372,2.351543103
Not,-12.89361659,7.059968563
Not,-17.61790944,13.40854374
Not,-16.17731689,11.12930638
Not,-15.26211083,8.548544666
Not,-19.27491634,6.881434804
Not,-19.12772051,11.02858766
Not,-17.55358532,10.14085974
Not,-14.90119228,4.938932196
Not,-12.65751981,6.810940856
Not,-16.80616618,11.12896776
Not,-12.64543634,4.5227499
Not,-13.46673802,9.701246167
Not,-18.81617917,7.824364135
Not,-22.0998053,13.43411231
Not,-20.11124111,12.17956907
Not,-13.8012053,4.176263127
Not,-15.48697916,8.825310531
Not,-18.81374767,14.03761015
Not,-16.5221908,9.118971888
Not,-15.94359131,10.51363031
Not,-18.31575949,4.624993264
Not,-17.18168889,4.913996833
Not,-17.21713334,11.27189272
Not,-16.95776301,11.34311727
Not,-15.962331,11.94508752
Not,-14.95604467,12.93137035
Not,-13.30074559,5.631620394
Not,-12.86532952,6.15709112
Not,-21.41291444,11.20273863
Not,-21.87718498,14.64509657
Not,-18.46561788,14.27024628
Not,-15.23142844,7.828124612
Not,-13.77844702,10.61424075
Not,-15.51505285,13.7461396
Not,-15.18608941,11.48647723
Not,-15.11047992,11.08394676
Not,-14.18962498,4.60823529
Not,-15.50082515,5.138432942
Not,-17.05648454,8.00168684
Not,-13.66013399,1.70966568
Not,-15.26304078,5.065079478
Not,-12.39510511,2.200655618
Not,-12.02082888,2.929550806
Not,-13.05532158,5.642856535
Not,-12.25404652,0.732260253
Not,-11.88215252,3.272660975
Not,-12.40842938,0.776438126
Not,-12.93513278,-0.816745064
Not,-13.1699228,4.245032967
Not,-14.44496051,7.667209653
Not,-13.94480094,6.731731442
Not,-10.9152776,1.144013408
Not,-15.63609686,6.679007614
Not,-12.54049875,0.776083533
Not,-13.91952071,5.552987392
Not,-13.58185007,1.765408025
Not,-10.47486506,1.670153317
Not,-10.00785456,0.276319285
Not,-11.56675337,2.931495228
Not,-10.82036429,5.10388112
Not,-14.80879576,3.820046502
Not,-12.34144007,0.969457804
Not,-12.71920952,3.715175719
Not,-14.78081799,-9.316617328
Not,-10.69807422,2.41391501
Not,-15.11896536,6.827944027
Not,-15.89729413,10.6016729
Not,-11.92691883,3.788205379
Not,-15.1945657,5.191337152
Not,-15.8766211,7.762002319
Not,-13.18285256,5.070485369
Not,-11.55700012,0.100436638
Not,-10.38338165,2.761532644
Not,-11.56155425,4.183978247
Not,-9.811636647,0.328456361
Not,-9.935660456,4.975529241
Not,-14.66734225,5.379495129
Not,-17.10887957,8.82736102
Not,-12.81055588,5.018222255
Not,-11.44033863,-2.344012668
Not,-12.76466295,4.281396748
Not,-14.74245948,9.128004692
Not,-13.55654959,4.419877052
Germinated,-13.32202486,7.694722944
Not,-15.15743442,3.327350331
Not,-13.44705781,2.524810683
Not,-13.79541044,7.32618175
Not,-14.55095754,8.688920107
Not,-13.54902367,7.370847442
Not,-12.45244959,8.711946075
Not,-12.48035513,5.852017597
Not,-9.198628592,2.63530732
Not,-17.82220607,9.970925414
Not,-17.89551468,11.81924983
Not,-15.41267309,10.1620245
Not,-13.32136987,5.298251504
Not,-11.29542555,6.210951262
Not,-14.8320915,9.475152325
Not,-14.79264519,10.13692042
Not,-12.56100366,7.551663682
Not,-19.1641206,6.702152271
Not,-17.21962642,9.617326157
Not,-15.68777599,10.96408462
Not,-12.5716484,1.779761233
Not,-14.57605641,8.64567917
Not,-10.7455518,4.388713433
Not,-11.17239325,6.065955914
Not,-14.00932033,9.505236572
Not,-13.97155679,-1.35791423
Not,-13.71076431,7.592386822
Not,-12.2952313,4.427259561
Not,-11.47865477,2.387751245
Not,-13.88536823,10.27366441
Not,-15.33853152,12.61562146
Not,-13.55210105,10.25340883
Not,-11.74425945,1.508449666
Not,-19.05839765,10.68335683
Not,-13.64599966,4.158385391
Not,-18.11998276,15.51018899
Not,-11.58572766,-0.424443267
Not,-9.823177868,1.347915423
Not,-9.114035769,0.384218371
Not,-11.30680871,1.145626093
Not,-12.1891236,8.285627457
Not,-16.8585606,1.97145819
Not,-14.02123493,1.330452111
Not,-12.10987183,1.990528668
Not,-12.41051639,-3.231668226
Not,-11.99063998,7.854516547
Not,-15.5595933,11.37432257
Not,-18.0726736,16.0047718
Not,-12.86800478,6.995145773
Not,-17.72127487,5.146365537
Not,-17.41829504,11.025689
Not,-14.89908155,7.712060777
Not,-11.90259012,3.529435036
Not,-10.98029372,7.594183489
Not,-12.2464344,7.90691786
Not,-10.69201995,3.052843164
Not,-12.56955855,8.292269185
Not,-16.75037336,5.582180419
Not,-20.29023478,12.90961721
Not,-14.75048664,9.131423896
Not,-11.94152248,-0.496381586
Not,-13.28137761,8.348725327
Not,-17.9577462,13.80507427
Not,-13.52397332,7.593353116
Germinated,-16.25360234,12.37633784
Not,-15.98794669,2.372568112
Not,-15.65417334,5.001837814
Not,-15.40885591,10.02721166
Not,-16.63864143,13.25031113
Not,-15.43785216,12.53148306
Not,-13.79412158,12.67077184
Not,-13.73859373,10.35726076
Not,-11.08460307,5.544781467
Not,-21.62585146,13.30985742
Not,-21.2494218,16.20849698
Not,-18.63235921,15.68710396
Not,-15.5962816,11.60460281
Not,-12.83046136,10.35607861
Not,-14.23387905,12.31314515
Not,-16.44154976,13.6605834
Not,-16.04999744,11.34368262
Not,-13.06686535,7.167736121
Not,-12.92130207,6.81108207
Not,-14.45549418,9.878415014
Not,-11.07366006,-2.374415699
Not,-14.746024,8.10131362
Not,-10.48430303,3.03349058
Not,-11.1286205,5.547059424
Not,-13.31482901,8.356216312
Not,-10.68258785,-1.375254093
Not,-11.31494229,7.764471216
Not,-10.74429011,3.422366965
Not,-11.00604841,1.612886618
Not,-13.97003483,9.967180506
Not,-14.90971739,11.78679919
Not,-13.33402196,9.748237044
Not,-10.85842383,-1.443617022
Not,-14.65978407,11.15992382
Not,-11.91907268,3.56456828
Not,-16.01147771,13.67544947
Not,-10.65821951,-2.120207038
Not,-9.821534409,-0.940500579
Not,-11.1216982,-1.196004773
Not,-12.3530672,-3.058048435
Not,-11.67497542,6.955822282
Not,-12.23930598,-2.041635209
Not,-12.00058179,-0.4439065
Not,-10.75739923,-0.052895065
Not,-14.53346581,-5.902496697
Not,-12.33426735,8.675185961
Not,-15.16036831,10.26726238
Not,-18.2576167,15.60006582
Not,-11.80967408,6.662375831
Not,-11.68063052,1.215420817
Not,-13.22261077,9.671902351
Not,-12.91123707,2.982327887
Not,-11.52233263,3.245655084
Not,-10.68056498,7.532305198
Not,-11.95752318,7.232756541
Not,-10.66207246,2.754778721
Not,-11.80846845,8.724840149
Not,-11.73471464,5.969358373
Not,-17.05249275,13.23690864
Not,-12.40326611,6.878226995
Not,-12.72968111,-3.36590843
Not,-13.13827082,8.448523996
Not,-17.72334261,13.38710699
Not,-12.79435067,6.402046074
Germinated,-15.24384332,11.97986715
Not,-10.63471886,2.115229198
Not,-12.09008507,5.387822527
Not,-13.29597576,8.675685635
Not,-15.76080953,12.15587733
Not,-14.66228655,11.0524524
Not,-13.37203927,11.95040037
Not,-13.24021381,10.18698456
Not,-9.281277469,5.065317227
Not,-16.93292189,14.60912527
Not,-17.0641354,15.06706448
Germinated,-16.16036091,13.81660944
Not,-14.44083233,10.49370202
Not,-11.87423015,8.865034076
Not,-13.57349601,11.39833828
Not,-14.73875899,11.52429035
Not,-14.10766359,11.44919218
Not,-12.46469012,5.502315159
Not,-12.25707673,4.44255836
Not,-13.5992741,7.968472254
Not,-13.66161304,-5.121616685
Not,-14.16950467,5.169612514
Not,-11.98435087,-0.48495703
Not,-15.18910256,0.104852054
Not,-20.13051767,-6.595012928
Not,-11.89803043,-3.424260847
Not,-11.4009823,6.722099937
Not,-9.623529066,2.659396054
Not,-9.803198711,0.832515994
Not,-13.06381999,7.468148102
Not,-14.60761212,9.402169617
Not,-14.76616277,6.66607032
Not,-20.66260537,-11.3598616
Not,-13.49408407,9.004348036
Not,-11.18680182,-2.380715542
Not,-14.37450129,9.83910561
Not,-12.25441992,-5.415549202
Not,-10.60029473,-2.455980223
Not,-13.60928564,-4.258385432
Not,-16.61032707,-5.993262888
Not,-14.32253919,0.708145106
Not,-14.06262334,-5.360923545
Not,-11.60484511,-2.270121691
Not,-10.72665442,-1.859389584
Not,-16.24682998,-9.228451982
Not,-11.96413002,7.439351432
Not,-14.02451961,7.721377742
Not,-17.52257107,11.13809246
Not,-13.22306163,3.837577
Not,-12.69698575,-3.810317452
Not,-11.9347306,7.252864647
Not,-11.8675387,-2.163911163
Not,-10.00423742,1.874786932
Not,-9.881438241,6.006135643
Not,-11.17690888,5.456319877
Not,-9.457257192,1.783400636
Not,-12.55119463,6.859140581
Not,-10.8908239,4.85508406
Not,-16.01029919,11.53395542
Not,-11.23588134,2.421504452
Not,-16.44802232,-8.201650652
Not,-12.03826046,7.050009264
Not,-16.06438254,10.88160294
Not,-11.97938359,5.29970532
Germinated,-14.0947383,9.115247399
Not,-10.88523196,0.056994671
Not,-11.2421294,4.483075855
Not,-12.12337146,7.256713466
Not,-15.37509557,10.85473933
Not,-13.48358389,9.29093266
Not,-12.78974915,11.06311806
Not,-12.44718485,8.303232778
Not,-8.877093918,4.480293892
Not,-16.69073148,13.75069927
Not,-16.29107241,13.48903188
Germinated,-15.62008195,12.64995935
Not,-13.56775436,9.573565571
Not,-11.40172911,8.323934874
Not,-13.09913168,10.40802609
Not,-14.19066217,9.201994363
Not,-14.00560702,10.11462294
Not,-14.39240327,8.94073675
Not,-14.02289415,7.815593632
Not,-14.91862424,11.12516203
Not,-14.46279576,-2.104503289
Not,-15.59344414,6.782907231
Not,-14.41732602,-2.181591613
Not,-15.53655252,-0.565290691
Not,-19.52355847,-1.149933733
Not,-13.13746344,-1.618119338
Not,-13.37228778,10.35583624
Not,-10.68056733,5.419124402
Not,-10.05444203,3.840309063
Not,-15.01643464,11.40510961
Not,-16.75847988,12.69369346
Not,-16.4241292,9.902820946
Not,-22.11563614,-6.018675826
Not,-15.72833411,12.40973622
Not,-12.13133481,-1.515289258
Not,-16.02983786,13.2573989
Not,-14.26882438,-3.513328635
Not,-12.43917847,-0.325468164
Not,-19.02487662,-1.255909575
Not,-19.72211962,-1.986271083
Not,-16.76390149,-1.071540966
Not,-18.02781645,-3.055732586
Not,-18.65258662,-0.272579064
Not,-15.17388029,-1.473196648
Not,-22.06675844,-6.475283028
Not,-13.03699991,9.79914273
Not,-15.93309197,10.88684072
Not,-20.6902465,16.6260306
Not,-16.11065873,1.401493417
Not,-16.77108552,-3.410439081
Not,-13.06197323,9.125306324
Not,-15.66404475,-1.585059179
Not,-11.50508757,4.444862289
Not,-11.37489766,8.360573853
Not,-13.82113221,9.164700041
Not,-11.13032127,3.535631846
Not,-15.40983897,3.981168228
Not,-11.77942852,5.497275263
Not,-18.05905856,14.50513034
Not,-11.83784496,1.885162058
Not,-24.0066462,-6.110614461
Not,-13.45119941,9.73682228
Not,-17.769832,13.44667005
Not,-13.32909878,6.82230258
Germinated,-17.17190324,12.41107509
Not,-13.87125703,0.723730457
Not,-11.77045647,7.101373369
Not,-13.17420514,10.06730518
Not,-17.9552352,14.56989696
Not,-16.30948159,13.02044182
Not,-14.28350936,13.12129174
Not,-14.89577125,10.94975361
Not,-11.86263309,5.59217268
Not,-17.80952498,15.99954675
Not,-17.44116739,15.62886759
Germinated,-17.8121601,15.61145677
Not,-15.07223045,11.72008317
Not,-12.76685498,10.04347656
Not,-14.6249201,11.84753232
Not,-14.81280978,6.773975784
Not,-17.84924429,10.76840077
Not,-18.26632056,12.58609617
Not,-16.99268773,10.77754791
Not,-20.45757,10.42568197
Not,-23.69828121,-0.96531297
Not,-20.42114313,4.110810601
Not,-19.08518699,-2.412730068
Not,-17.44901296,1.015855543
Not,-20.47750564,0.515334563
Not,-17.73225208,0.145667868
Not,-13.89544929,10.71518271
Not,-13.9959006,7.636144206
Not,-13.69596454,7.06368077
Not,-18.06558418,12.39803173
Not,-21.68168897,8.414049926
Not,-20.51099397,5.286176279
Not,-30.17915476,-4.356396359
Not,-16.2269264,12.3109097
Not,-13.72498965,-0.915395654
Not,-14.80294913,10.8384603
Not,-17.48616317,-2.515448491
Not,-16.20153911,0.343229709
Not,-25.46348224,0.809342111
Not,-33.59124924,-3.435858035
Not,-21.57327327,-2.072740719
Not,-20.3015327,-1.167844208
Not,-20.7066933,1.059796231
Not,-16.17858617,-1.432431553
Not,-25.69583484,-4.18128822
Not,-10.7906423,4.428229785
Not,-16.05072567,11.39552866
Not,-20.66127621,15.59758181
Not,-15.95511497,0.11564785
Not,-18.46622844,-3.824555675
Not,-12.41165172,8.128360019
Not,-17.89808664,-2.253568183
Not,-10.97420864,4.52049608
Not,-12.07394781,8.057044071
Not,-14.26325893,8.358853977
Not,-10.03016972,3.629048092
Not,-14.67521872,2.819391597
Not,-10.55375784,3.244259958
Not,-16.40352679,10.91889652
Not,-12.61216018,-1.740741511
Not,-23.75012884,-6.405319726
Not,-13.33616996,8.67173846
Not,-15.89940267,11.76265249
Not,-13.02287321,6.478363669
Germinated,-16.08382743,11.52720931
Not,-12.90397724,-0.967695492
Not,-9.131940863,3.715826966
Not,-14.52298273,10.48335598
Not,-16.91094943,11.13478102
Not,-14.61884653,9.570318601
Not,-13.10006098,10.4577037
Not,-13.35125265,6.860842704
Not,-12.53657346,2.696958119
Not,-15.17207802,10.77557717
Not,-14.66446745,11.26988918
Germinated,-15.80742055,11.85803902
Not,-12.55818646,7.120480897
Not,-12.73710419,8.742503044
Not,-13.88509641,7.818703655
Not,-17.16431599,-0.891340023
Not,-18.09500967,1.6523521
Not,-15.69125839,6.596423108
Not,-14.34679664,5.77153588
Not,-14.48552758,9.778944158
Not,-13.88669115,-2.927244764
Not,-12.61141472,2.158152303
Not,-11.1379322,-0.855917642
Not,-11.52169724,5.921134317
Not,-12.08144176,3.449299521
Not,-17.95881542,-4.214175053
Not,-13.94762377,8.890982611
Not,-11.20077218,3.696831734
Not,-10.01069115,2.569244407
Not,-14.66208142,10.0168603
Not,-15.91838348,12.46218241
Not,-15.23136094,11.19694568
Not,-18.47548873,-6.68934459
Not,-16.88278319,8.843656482
Not,-13.18202391,-1.818774375
Not,-14.36417642,8.422601871
Not,-15.95622897,-4.872434795
Not,-14.05453796,-2.621391001
Not,-19.36648869,-4.322239249
Not,-23.41518761,-9.415087949
Not,-15.62095934,-2.382787103
Not,-22.00519796,-5.782878469
Not,-20.51708922,-1.796951934
Not,-17.64961103,-2.634906153
Not,-25.05280209,-9.9548468
Not,-9.034215475,2.026202909
Not,-15.08179825,9.926682191
Not,-19.82849124,15.611206
Not,-11.7923536,0.870910579
Not,-20.4787926,-6.882342688
Not,-13.45832724,7.750637508
Not,-17.95226618,-3.506100738
Not,-10.71998457,3.104960385
Not,-11.01905852,7.226044931
Not,-13.47221457,7.649987922
Not,-10.41403853,3.904458846
Not,-12.0715187,3.383363685
Not,-15.32561322,0.397654256
Not,-15.82461892,9.835597377
Not,-14.3979096,-1.286906655
Not,-26.57343081,-8.431870044
Not,-13.92634501,8.986240593
Not,-17.89650515,13.47447555
Not,-14.19607431,8.282551395
Germinated,-16.73139542,13.11531632
Not,-22.74231502,-4.295639994
Not,-12.77865111,2.276951931
Not,-15.93085235,10.99096443
Not,-17.48249476,13.3450686
Not,-16.9231411,13.1551373
Not,-14.44317251,13.0512714
Not,-14.00152273,10.04466578
Not,-10.74836703,6.386206015
Not,-24.1151336,10.59421068
Not,-18.56626794,14.8064962
Germinated,-17.93400821,15.26036081
Not,-15.40039909,11.46276462
Not,-13.76702122,11.18485195
Not,-14.48184565,10.95181428
Not,-13.30461634,3.657311428
Not,-14.43439587,10.49895011
Not,-19.62315355,6.589162114
Not,-17.04965213,6.83186917
Not,-19.08760978,13.4346651
Not,-19.44995035,-0.777470348
Not,-14.78797646,1.74397734
Not,-15.74729388,0.778974394
Not,-12.93650496,3.711425663
Not,-16.22117123,3.623184492
Not,-27.08631533,-4.093810057
Not,-16.99320968,9.349031944
Not,-15.44203941,4.358669818
Not,-14.72496674,2.216262665
Not,-17.29143453,9.692618615
Not,-19.4150734,12.33052432
Not,-18.26836556,11.3841809
Not,-29.53413114,-5.59105337
Not,-20.91885549,8.85738017
Not,-17.22088057,-2.333935377
Not,-17.1270902,8.682300181
Not,-22.83133515,-4.034735496
Not,-20.1463613,-2.903462537
Not,-28.12395973,-5.368472036
Not,-35.27264861,-9.862877755
Not,-25.19187082,-4.543657449
Not,-26.82797799,-6.980203746
Not,-27.70708176,-3.925874822
Not,-25.34687007,-4.162698846
Not,-31.96643127,-11.01917416
Not,-10.43771513,0.451760455
Not,-17.02893665,9.764955204
Not,-25.02919878,13.25188339
Not,-15.84904355,-2.440436679
Not,-23.29420792,-7.264816514
Not,-15.89949835,5.237631708
Not,-21.663231,-4.357804242
Not,-14.04872386,-1.108311779
Not,-13.06521775,7.170531896
Not,-14.42724425,7.474403282
Not,-11.77276177,1.453972338
Not,-13.64331839,0.137053301
Not,-16.45055417,-1.11537059
Not,-17.83341518,7.190355757
Not,-16.36773779,-2.775114157
Not,-26.09461579,-9.464923939
Not,-14.7497696,7.279125336
Not,-21.81043717,14.40279149
Not,-18.34485048,7.623194783
Germinated,-19.06223852,12.27829935
Not,-20.93600383,-5.931751926
Not,-14.8879972,-2.473006932
Not,-15.05910208,4.605472245
Not,-19.27166972,12.12053617
Not,-16.98270963,9.493151349
Not,-15.21785505,10.67898515
Not,-16.68704936,7.927527021
Not,-11.45503108,2.530590465
Not,-23.70161836,11.38932264
Not,-23.92959057,15.29812869
Germinated,-19.93910938,13.07966781
Not,-15.85524023,8.048180609
Not,-14.03008914,7.405919462
Germinated,-15.92716528,7.414093411
Not,-13.27280214,1.621759773
Not,-14.83929673,7.790769084
Not,-19.66682109,4.112771691
