class,pc1,pc2
Not,-23.86946832,6.481630112
Not,-19.28048283,-8.049806891
Germinated,-21.46952989,-3.340033197
Germinated,-21.72213838,6.297428601
Not,-17.86969795,12.4160513
Germinated,-15.88488282,7.817697194
Not,-14.66976687,8.144460173
Not,-16.70445483,7.60625956
Germinated,-26.97079319,4.797489601
Not,-22.66239619,6.592296009
Germinated,-27.55442728,-5.619964565
Not,-18.59849003,7.691342081
Germinated,-34.92938347,5.45019319
Not,-15.28953666,7.767009152
Germinated,-13.54078736,5.297495105
Not,-13.35839536,5.54886254
Not,-14.66772867,2.048502481
Germinated,-24.05362291,2.854195176
Germinated,-33.72567011,-7.228123779
Not,-22.88736045,11.79574075
Germinated,-17.84035359,7.31493923
Not,-16.23120332,8.888316096
Not,-19.32972296,14.2688487
Not,-15.4138155,10.64560414
Not,-15.37329993,9.110148558
Not,-20.14909719,3.812300109
Not,-26.34825159,14.29917625
Germinated,-25.72546358,16.52710621
Germinated,-21.66903242,13.23686651
Not,-18.87741099,-4.125496708
Germinated,-17.00395198,5.546409538
Germinated,-25.79361136,19.19245041
Not,-25.05621239,-9.768751653
Not,-24.26327016,10.24821718
Germinated,-33.44172501,-0.233272833
Not,-26.00486493,-14.76034106
Not,-18.71918624,11.29759464
Not,-17.96549203,-8.697369711
Not,-16.68211777,10.90375594
Germinated,-21.33751599,14.80742541
Germinated,-17.76391526,11.82512473
Not,-17.88905228,-5.099143731
Germinated,-19.3392879,-1.304099649
Not,-21.89498223,5.726011833
Not,-12.52942122,0.935324777
Germinated,-22.61785928,3.359950617
Not,-13.77130562,8.582290495
Not,-12.35088098,6.03911792
Not,-20.06435926,10.39956462
Not,-21.30854162,7.44617636
Not,-31.30823204,-10.81701829
Germinated,-27.4040314,4.118029512
Not,-14.59863044,-1.343568558
Germinated,-25.89593153,5.478963563
Not,-21.94145153,0.264449812
Not,-14.80229768,7.998534442
Not,-12.94537915,2.041796624
Germinated,-24.14257379,1.441506622
Not,-23.015366,-1.098481467
Not,-14.85240916,8.538926165
Germinated,-26.03204971,2.542040782
Germinated,-31.97953839,8.54290638
Not,-14.38491337,6.824384715
Germinated,-17.11993666,-7.353159361
Not,-20.80942268,8.332271737
Not,-20.83103644,-11.97534395
Germinated,-21.21690177,-3.773468588
Germinated,-18.256197,1.12672775
Not,-17.79998113,10.63508558
Germinated,-16.40538298,5.547504058
Not,-13.73471942,6.988901438
Not,-14.7061014,5.972011619
Germinated,-21.20898417,3.826533866
Not,-20.33020295,8.935255588
Germinated,-28.74417822,-12.19865165
Not,-22.70460528,-1.072113943
Germinated,-36.56092672,-7.166288271
Not,-13.7161727,5.114398014
Germinated,-11.85804016,2.94132293
Not,-10.88822804,3.392912912
Not,-12.52675362,-3.969694069
Germinated,-16.21270022,1.272908934
Germinated,-21.88721952,-2.072817912
Not,-24.56161427,-6.719779492
Germinated,-13.12647003,1.469072818
Not,-12.36949936,2.816603219
Not,-15.80305109,6.946289596
Not,-11.61281919,3.492247801
Not,-11.20713931,1.964872922
Not,-14.89915742,1.838065267
Not,-18.65764254,9.625890753
Germinated,-19.09043514,9.264453876
Germinated,-18.36966795,5.862829002
Not,-17.66703854,-12.49438437
Germinated,-16.26605338,-1.509096446
Germinated,-19.39849539,6.29339294
Not,-26.48100956,-23.44550258
Not,-18.64170236,7.196569113
Germinated,-29.14684514,-7.494164769
Not,-31.941045,-34.18686152
Not,-15.04475672,4.792708186
Not,-20.23718382,-16.62774633
Not,-14.06943938,1.25237799
Germinated,-18.12121817,8.415936019
Germinated,-16.83323867,5.432722526
Not,-18.83877721,-9.433489669
Germinated,-22.93549451,-12.62546327
Not,-22.24198096,-9.785140731
Not,-13.33781264,-7.97555651
Germinated,-21.68657707,-2.595238921
Not,-13.16259193,3.679825007
Not,-11.66438788,1.367151932
Not,-17.90809033,-1.244950801
Not,-17.46020923,4.129689832
Not,-29.74378991,-25.33837749
Germinated,-28.05509507,-9.260406816
Not,-17.77880614,-12.17952223
Germinated,-27.83582593,-4.861929475
Not,-21.67016431,-5.365612368
Not,-13.08198556,3.043049921
Not,-14.51600741,-2.307401775
Germinated,-19.21486943,2.565387002
Not,-16.31502013,2.556414008
Not,-14.15744835,4.653841731
Germinated,-27.96780573,-5.835476147
Germinated,-30.44177979,0.913376511
Not,-14.61561325,2.838260391
Germinated,-20.31949434,-15.75410731
Not,-22.47445079,-3.933316086
Not,-22.06757256,-14.98802267
Germinated,-22.63127615,-11.92705276
Germinated,-19.64183757,-0.783208027
Not,-17.17238524,7.785126752
Germinated,-20.93379301,2.022548163
Not,-13.00124489,4.137945549
Not,-14.93452473,3.113620744
Germinated,-31.70776434,2.533221899
Not,-17.91622829,8.812870592
Germinated,-26.63096075,-9.694133525
Not,-30.51564125,-18.84559928
Germinated,-35.15029867,-11.78855853
Not,-12.79843082,3.668066986
Germinated,-12.35887781,1.700014692
Not,-10.98773102,1.62570527
Not,-15.03863892,-7.342481639
Germinated,-15.22771286,-0.509132612
Germinated,-27.83062335,-16.52265193
Not,-23.30565082,-10.22604584
Germinated,-10.50481222,0.299244798
Not,-10.85304346,2.740605748
Not,-13.98586609,6.896530065
Not,-10.3831406,0.526129537
Not,-10.7606666,-1.795612629
Not,-13.7064668,2.987430736
Not,-23.92094831,-0.123737487
Germinated,-24.66578148,-0.249948721
Germinated,-15.21123606,1.459956173
Not,-23.89040865,-17.73600381
Germinated,-14.39785523,-1.405073858
Germinated,-17.14968213,1.676918677
Not,-32.66408216,-29.87657428
Not,-18.18151127,9.559505966
Germinated,-27.41307908,-4.476792187
Not,-34.07545751,-32.84195159
Not,-14.14431772,3.643604051
Not,-20.32534155,-14.39854842
Not,-11.65425621,-1.407390992
Germinated,-16.85059299,8.931666811
Germinated,-16.77252492,4.758401833
Not,-20.52777352,-6.990296099
Germinated,-20.42857803,-7.547619335
Not,-25.68996294,-12.91900519
Not,-12.15085234,-3.591443751
Germinated,-22.46517028,-3.335998344
Not,-13.21194026,5.409915724
Not,-11.0852055,0.796661101
Not,-16.38146271,0.641745549
Not,-17.00638704,7.588308492
Not,-29.05719004,-21.47275007
Germinated,-25.04780959,-2.614040686
Not,-21.4851255,-11.56135919
Germinated,-32.08841058,-17.07274891
Not,-19.24308417,-0.846910442
Not,-11.21168545,-0.637321625
Not,-15.05046639,0.422396412
Germinated,-17.65298118,8.247296589
Not,-22.28280012,-3.512922681
Not,-17.38407775,4.328421971
Germinated,-31.25439878,-0.716772486
Germinated,-39.38691923,-0.024998762
Not,-22.17450543,-0.045241287
Germinated,-23.53722557,-13.47775852
Not,-16.60807997,4.105257297
Not,-24.84723901,-13.64240339
Germinated,-25.65446151,-5.224992729
Germinated,-23.17259327,2.048662565
Not,-21.58181908,3.835973768
Germinated,-22.85728881,-0.264916829
Not,-17.41497575,0.120828204
Not,-27.5863548,-6.556098104
Germinated,-26.68903989,-2.427266145
Not,-19.00907996,11.75045373
Germinated,-28.48839128,-9.006058208
Not,-51.70478686,-34.28764112
Germinated,-41.54193804,4.439873096
Not,-16.34020514,5.595521679
Germinated,-14.73814799,5.877327599
Not,-13.48417755,5.395925578
Not,-19.61211102,-5.844714867
Germinated,-24.15497891,-2.568925303
Germinated,-23.60400347,-8.646642405
Not,-25.37523737,-2.455053232
Germinated,-13.25098393,-0.332488375
Not,-13.25174017,3.37296135
Not,-16.79643066,7.057578629
Not,-12.57366819,-2.044943259
Not,-12.78193323,-3.055064867
Not,-17.68674263,-0.625486744
Not,-36.13670551,-9.106138774
Germinated,-41.79926111,-19.94605336
Germinated,-15.66925467,-6.381491408
Not,-29.70731098,-19.3980657
Germinated,-20.34636804,-7.465350786
Germinated,-17.91528677,-1.470109227
Not,-37.08749817,-25.23698107
Not,-21.87061412,4.501746214
Germinated,-31.76393592,-2.451541923
Not,-47.67610988,-45.84075955
Not,-17.45526436,-3.834260592
Not,-29.21928568,-23.35644249
Not,-12.58355816,-1.648376183
Germinated,-17.8315565,5.37378367
Germinated,-15.99540644,0.112202887
Not,-25.30188212,-11.91437113
Germinated,-23.6270537,-14.78849466
Not,-28.55277734,-7.784679043
Not,-14.38939406,-6.354181784
Germinated,-23.32858201,-10.11827116
Not,-17.06852314,0.090708403
Not,-10.9754502,-3.205768399
Not,-15.74002223,-2.613848483
Not,-17.17990697,1.019402092
Not,-30.48301038,-26.61143394
Germinated,-31.81140948,-8.149108251
Not,-23.05966003,-14.44583136
Germinated,-36.89428528,-21.94821615
Not,-27.64511906,-10.68935467
Not,-11.54685281,-3.422568599
Not,-14.43763746,-5.858968381
Germinated,-25.18060303,-6.970505944
Not,-21.61912149,-4.786872509
Not,-16.18636426,1.376395026
Germinated,-27.38921331,-9.636152382
Germinated,-37.72284372,-4.733407997
Not,-26.86543448,-7.607342723
Germinated,-20.65187429,-13.27824643
Not,-14.53347793,-2.349087182
Not,-26.48513484,-20.45283516
Germinated,-22.24453065,-9.190751318
Germinated,-21.41189127,3.381214379
Not,-21.04193021,-2.016277193
Germinated,-16.66271503,-3.620195924
Not,-15.96581083,-7.162907871
Not,-25.15632307,-15.97359489
Germinated,-23.39458622,-5.583996815
Not,-19.63248422,2.091654428
Germinated,-30.91349061,-25.79278369
Not,-43.86860482,-42.59721599
Germinated,-41.66164388,5.858742085
Not,-12.34669131,-1.570538062
Germinated,-12.75210878,-1.337334021
Not,-18.85031406,-12.54023437
Not,-20.97604513,-12.05686632
Germinated,-20.01010574,-1.719252718
Germinated,-27.40416103,-8.630380209
Not,-21.96338837,-3.290555641
Germinated,-14.66208605,-6.365406598
Not,-13.00464628,0.470279558
Not,-16.43478217,4.961012657
Not,-16.19196342,-10.46841313
Not,-17.25013164,-13.87341397
Not,-16.11386519,-0.94142789
Not,-35.72113398,-10.12831672
Germinated,-56.45393105,-47.63248094
Germinated,-28.61518115,-30.0331597
Not,-37.60763241,-30.75442643
Germinated,-21.04623451,-6.706772194
Germinated,-16.99703551,-7.619276612
Not,-34.37062138,-31.59232029
Not,-21.32279855,4.143672811
Germinated,-36.85586538,-17.48259489
Not,-53.25561438,-60.90166681
Not,-26.31632892,-21.85676129
Not,-36.76564413,-35.22768136
Not,-14.28984298,-6.881527343
Germinated,-16.10852375,-0.511441361
Germinated,-17.70835881,-9.671763389
Not,-33.92840909,-18.66372779
Germinated,-30.24267662,-22.67024144
Not,-25.60122136,-15.32357154
Not,-17.75418877,-10.3490189
Germinated,-24.78748636,-16.73089633
Not,-14.67247542,-4.93573466
Not,-12.97829877,-5.905582841
Not,-18.02219417,-3.70040596
Not,-22.53575378,-14.16527031
Not,-35.82864522,-27.28419771
Germinated,-33.80873906,-5.39277449
Not,-28.90656027,-19.49412634
Germinated,-40.48130361,-22.86250763
Not,-19.99611915,-0.288691285
Not,-13.12315189,-4.656154241
Not,-15.48854325,-6.608144287
Germinated,-32.40644139,-19.91861284
Not,-15.99547819,3.019260283
Not,-19.28730455,-3.332453983
Germinated,-33.8701877,-16.73842171
Germinated,-46.78310489,-6.948395332
Not,-23.30497102,-5.271842057
Germinated,-25.16073306,-14.76062826
Not,-16.76637451,-5.087260532
Not,-38.80253404,-31.81965695
Germinated,-25.26863317,-9.697708373
Germinated,-25.13051386,1.458317959
Not,-25.86732705,-4.56275869
Germinated,-28.10115505,0.020338144
Not,-16.49746077,-7.993753974
Not,-29.61972526,-19.05138599
Germinated,-28.60826152,-3.003152668
Not,-23.16298103,2.006233336
Germinated,-35.74815826,-15.69261513
Not,-43.6327865,-36.42001931
Germinated,-53.97838399,6.226089895
Not,-12.17129548,-3.378178932
Germinated,-16.20047446,-1.870910984
Not,-21.35717758,-8.23871412
Not,-31.77039722,-12.57041736
Germinated,-19.89461866,-1.988993894
Germinated,-23.22801548,-11.54162795
Not,-22.15910926,-10.49836627
Germinated,-12.81852785,-5.382217045
Not,-11.12838468,-2.620797982
Not,-14.98992385,3.84759544
Not,-13.91829767,-6.970468769
Not,-18.75799973,-13.14239253
Not,-17.25578226,-1.765711288
Not,-34.46884391,-12.20630122
Germinated,-52.4882159,-40.70858248
Germinated,-44.31472297,-54.25022127
Not,-47.28990497,-46.42846422
Germinated,-25.11280703,-11.46044422
Germinated,-16.71567287,-8.335219366
Not,-32.43796999,-27.68797933
Not,-20.63212412,2.605153893
Germinated,-28.21903133,-14.22569947
Not,-44.7007059,-47.10833369
Not,-34.62169494,-36.54414574
Not,-44.92077409,-48.4042808
Not,-15.06094741,-8.083525186
Germinated,-14.64050858,-0.923675862
Germinated,-15.19734681,-6.344358618
Not,-34.00846742,-19.53767844
Germinated,-36.80491473,-32.92359374
Not,-32.04464201,-13.92249177
Not,-18.51706396,-9.671815743
Germinated,-23.29776767,-15.2906535
Not,-14.00960777,-6.683836569
Not,-12.52628448,-5.092112183
Not,-17.52365669,-3.65223539
Not,-25.97465693,-19.81882094
Not,-29.4802636,-22.46968514
Germinated,-29.76002262,-4.830816963
Not,-27.98546559,-16.40800273
Germinated,-38.05895729,-25.08608106
Not,-24.32608296,-14.48052563
Not,-18.5251673,-9.766162909
Not,-16.99108975,-9.385572903
Germinated,-24.36741908,-10.98734804
Not,-12.75804038,2.491700429
Not,-16.2131503,-8.156958529
Germinated,-31.2071757,-17.57104994
Germinated,-43.34708195,-7.861251625
Not,-27.29118244,-15.29817355
Germinated,-23.66553755,-12.74235219
Not,-18.03762105,-7.192192724
Not,-37.19063552,-26.82563367
Germinated,-34.14933945,-21.51440798
Germinated,-41.88753291,-16.95514143
Not,-26.0545092,-7.635597759
Germinated,-21.32666023,-2.053367218
Not,-17.91155778,-10.41004451
Not,-25.95810326,-23.5726714
Germinated,-33.41731004,-8.333528705
Not,-19.1035018,-4.599681137
Germinated,-33.63953471,-14.38316711
Not,-48.95960738,-48.21844093
Germinated,-52.618094,-9.372765335
Not,-12.43640135,-4.486020835
Germinated,-16.31585023,-6.10880028
Not,-14.02063378,-3.983705609
Not,-31.22922442,-11.51145007
Not,-27.14017972,3.785437615
Not,-29.26282772,14.10433807
Not,-22.18319893,11.39266078
Germinated,-24.61282392,15.27199136
Not,-20.80358621,10.84428455
Not,-16.5574548,6.553568591
Not,-20.37172288,11.05185958
Germinated,-24.76021688,5.074707176
Not,-23.14541154,1.887287433
Not,-26.84160192,9.756735367
Not,-19.06255076,6.470307842
Not,-19.07559305,10.87027878
Not,-19.09417086,11.25099601
Not,-19.81809617,12.31750609
Not,-18.2864816,8.951977635
Germinated,-20.87256524,8.968096543
Not,-25.22396796,5.293560043
Not,-22.62335558,6.376780929
Not,-17.1847165,5.602903349
Not,-24.84648268,20.44221591
Not,-16.27854181,9.423155844
Not,-17.29006868,7.085650634
Not,-14.86305228,4.431906812
Not,-20.06467182,9.034929338
Germinated,-26.71197347,6.294966298
Not,-22.03005959,4.583101426
Not,-15.56756239,2.839824795
Not,-16.39545727,10.81395823
Not,-14.96145164,8.972179073
Germinated,-16.28697659,6.542558226
Not,-17.78365191,10.07803322
Not,-19.02992457,10.26523262
Not,-20.61691148,-1.828974401
Germinated,-22.37134079,7.348983539
Not,-23.8723636,15.16038996
Not,-16.61567127,8.898105998
Not,-13.3519163,8.175934479
Not,-15.69173735,8.042940663
Not,-15.90531475,8.656397331
Not,-15.89307765,3.541305486
Not,-23.86282476,5.474804892
Not,-18.11623875,1.213458083
Not,-15.4869377,4.85258764
Not,-17.23613618,12.45324768
Not,-14.15647139,7.903428493
Not,-14.1053578,7.403107943
Not,-16.98231114,10.11355596
Not,-18.88403629,8.087683781
Not,-21.05469736,5.569612103
Not,-23.76608902,11.47603399
Not,-14.44341497,8.725142834
Not,-16.72401865,9.320331164
Germinated,-15.27909962,9.930609026
Not,-18.72953759,14.30625489
Not,-18.04880862,12.39185736
Not,-17.13217132,10.61361074
Not,-21.33389668,6.225597489
Not,-26.45322086,15.83496669
Not,-16.36460863,5.827435662
Germinated,-15.61817362,9.664151191
Germinated,-14.01475044,8.338514454
Not,-13.93500266,7.85576618
Not,-10.78540368,3.148622526
Not,-16.11435843,10.31271939
Germinated,-21.91805906,2.655038759
Germinated,-24.28339588,11.90061032
Germinated,-19.24746219,11.65524617
Germinated,-18.95685819,10.21196262
Not,-17.16775286,9.879680462
Not,-13.61905933,4.300577486
Not,-17.98198669,11.18849759
Germinated,-24.52001398,4.275938452
Not,-20.31119833,1.728020332
Germinated,-20.49204133,10.27899797
Not,-15.41830029,7.009816202
Not,-15.51768033,8.583292156
Not,-15.739492,9.286661347
Not,-16.37561326,10.43662901
Not,-15.68794364,7.765590497
Germinated,-18.88454378,7.064834962
Not,-21.9552568,1.109781902
Not,-17.56382151,4.761350278
Not,-14.11243198,4.508563263
Germinated,-23.69751812,17.75093371
Not,-13.79163167,7.834040477
Not,-15.69347563,6.376991396
Not,-12.72022913,2.387013089
Not,-17.63264235,5.998580276
Germinated,-25.23627015,0.682756841
Not,-18.91158157,4.847906185
Not,-13.9199955,1.753144201
Not,-15.03251166,10.03671048
Germinated,-13.64110169,6.487018133
Germinated,-15.19346869,4.906559309
Not,-16.74597474,9.475048652
Not,-18.30095602,9.251946094
Not,-20.544491,-3.823119184
Germinated,-19.97406144,6.157268627
Germinated,-22.18717687,14.4926416
Not,-15.19114556,8.295634879
Not,-11.89491122,6.62247847
Not,-15.29504402,7.063486369
Not,-15.83539462,7.851291699
Not,-15.5315146,2.67570824
Not,-24.79829001,3.202052108
Not,-17.78425123,0.166433091
Not,-13.65058347,4.168049578
Not,-15.7971631,10.89424893
Not,-13.77516242,7.981309923
Not,-13.28870604,6.750816232
Not,-17.11330455,7.283418434
Not,-19.26032416,7.795263832
Not,-21.07962354,2.877080399
Germinated,-19.49752854,4.43355029
Germinated,-13.13173455,5.767020242
Germinated,-15.13906705,6.16510185
Germinated,-15.11780414,5.526094324
Not,-16.26906554,9.966676994
Germinated,-19.07823549,9.336059801
Not,-18.1875119,10.61890057
Not,-21.34832727,4.283656392
Germinated,-21.91430749,13.20963842
Not,-13.32213459,3.862764811
Germinated,-13.10039272,4.223478554
Germinated,-12.35062977,4.796991593
Not,-12.85460075,7.108849546
Not,-10.91876987,2.191257707
Not,-16.04974369,9.766266691
Germinated,-18.93991043,-0.504833341
Germinated,-20.82743086,7.974482576
Germinated,-16.86637621,8.211308826
Germinated,-16.10745952,6.629739284
Not,-12.33849536,2.253624083
Not,-10.23887423,-0.601996952
Not,-10.81326503,1.549826355
Germinated,-16.21295384,3.126487907
Not,-15.80016329,-0.914082254
Germinated,-16.31594411,4.11711638
Not,-12.10945194,2.298299893
Not,-13.19027314,0.751584865
Not,-12.8073086,1.8290847
Not,-12.42267543,1.362661441
Not,-11.52777722,1.244554763
Germinated,-16.7906572,1.486826134
Not,-16.89752694,-2.915103792
Not,-14.9506684,-1.778905524
Not,-10.29869223,-0.644961358
Germinated,-24.06863753,10.26463987
Not,-10.73607415,0.640715645
Not,-13.16130537,-4.131810895
Not,-9.82761502,-1.785049058
Not,-13.56120256,-2.370809313
Germinated,-20.91436913,1.873348033
Germinated,-19.86552376,5.41322735
Not,-13.76058086,-1.103605555
Not,-13.10412244,5.907372927
Germinated,-12.38297599,3.282512501
Germinated,-13.61311156,2.47815106
Not,-14.39437762,6.575431693
Not,-17.03915583,5.907493111
Not,-17.55549804,-3.866646043
Germinated,-21.29393983,1.970584746
Germinated,-21.63241125,12.35766937
Not,-13.02166756,4.854647581
Not,-10.2531425,0.25575811
Not,-13.86686665,5.283099949
Not,-13.14237689,0.853426075
Not,-13.83056381,-3.156639103
Not,-21.77307699,1.58374619
Not,-15.94615814,-0.95857643
Not,-13.21808656,2.882295036
Not,-14.58471384,8.460222113
Not,-13.12051308,5.829936046
Not,-11.49090634,0.283748721
Not,-14.07277268,2.123650545
Not,-17.06645239,5.216682995
Not,-17.86881962,-1.031013707
Germinated,-17.74002976,-0.624711395
Germinated,-14.32098848,6.115783944
Germinated,-12.96035934,1.938228213
Germinated,-14.59771173,2.343514681
Not,-15.0185412,3.932006282
Germinated,-17.96203976,3.595964956
Not,-18.7290055,11.05174034
Not,-21.83312518,5.211298874
Germinated,-22.65376756,8.973783533
Not,-13.56318517,2.219593949
Germinated,-13.15402363,4.879389094
Germinated,-11.41603481,3.958619455
Not,-13.34528832,5.782256571
Not,-10.55739884,-1.969107458
Not,-15.6581358,8.888719436
Germinated,-20.69359537,-3.218134107
Germinated,-28.04881657,2.034909683
Germinated,-24.10668173,1.693704012
Germinated,-21.83074987,4.385753734
Not,-14.57181185,-1.009743483
Not,-13.97538165,-1.093664266
Not,-13.86596237,-0.23115368
Germinated,-25.15209731,3.969728942
Not,-20.03161701,-6.869224111
Germinated,-21.85241119,-1.589611395
Not,-16.53048358,-0.810800259
Not,-24.76494001,-7.679769131
Not,-14.67943696,0.065704251
Not,-16.90966626,-0.383957571
Not,-16.84594812,-1.275753185
Germinated,-24.23735302,-5.070476103
Not,-25.0591705,-11.09458641
Not,-21.60159011,-5.454699809
Not,-17.66562726,-2.637081535
Germinated,-36.55868223,10.59514051
Not,-13.71122794,-0.001000918
Not,-17.25693718,-4.690125902
Not,-17.92254063,-4.006429595
Not,-19.94932824,-3.483023384
Germinated,-37.08785627,-6.63796634
Germinated,-33.21272909,3.970555951
Not,-21.17272723,1.234582653
Not,-15.69398617,3.469763271
Germinated,-16.04516578,3.233372566
Germinated,-18.96859417,0.65747993
Not,-22.11310634,9.524305859
Not,-23.00566787,4.89216407
Not,-35.22085755,-15.52646999
Germinated,-38.16761838,-10.63610463
Germinated,-31.00098203,9.659606798
Not,-19.7995009,6.774106402
Not,-14.85430432,0.938425599
Not,-20.55174039,9.912992463
Not,-21.6953316,-1.009756944
Not,-21.85866827,-5.140929672
Not,-40.4326589,-10.64780205
Not,-30.16248564,-9.184471386
Not,-23.34187279,3.398845962
Not,-20.52281829,5.218842759
Not,-21.47209805,10.4890021
Not,-17.67669797,-0.512066484
Not,-21.9026011,-2.01767545
Not,-22.73515489,2.904866932
Not,-32.69637979,-14.52089913
Germinated,-28.92097244,-4.446041764
Germinated,-27.67653041,5.42038436
Germinated,-24.62964615,1.379246071
Germinated,-28.95616063,3.676838387
Not,-24.47387895,1.768462247
Germinated,-35.64460777,1.693773774
Not,-29.25125294,-4.438980166
Germinated,-43.71008475,-3.872214349
Germinated,-36.53820276,3.165205754
Not,-26.07926199,0.244908916
Germinated,-30.65173662,2.806171117
Germinated,-26.17102654,4.033250004
Not,-24.71592021,9.967780438
Not,-20.55983469,-2.985883402
Not,-22.87031271,13.80403801
Germinated,-32.02762295,-6.718438731
Germinated,-38.22744675,-1.772770169
Germinated,-33.35647122,3.70977133
Germinated,-29.70326628,4.58722184
Not,-22.45975674,1.404220337
Not,-20.50929368,2.625907853
Not,-20.80991193,1.11911235
Germinated,-40.14556808,3.260959423
Not,-30.14566728,-10.73287934
Germinated,-28.05122563,-2.249944065
Not,-23.09905699,0.269134327
Not,-36.12573246,-5.91013218
Not,-20.98268793,2.620860035
Not,-23.80480545,2.98781674
Not,-28.01826411,1.062694854
Germinated,-35.89222663,-10.67379703
Not,-32.93439557,-11.99216105
Not,-26.96699129,-4.645226258
Not,-29.77093312,0.717815396
Germinated,-49.89840114,7.562679392
Not,-20.25781401,2.410232753
Not,-24.4259593,0.08827445
Not,-26.80270606,-1.955978454
Not,-31.07551224,-5.398562963
Germinated,-38.49524127,-6.551765846
Germinated,-33.0200232,4.574529678
Not,-21.85452506,5.059977814
Not,-17.96582576,2.904895914
Germinated,-21.81554988,-0.417894979
Germinated,-21.69084534,0.422216677
Not,-23.18618969,12.98528203
Not,-22.17895583,3.925816294
Not,-36.6695534,-11.98060505
Germinated,-37.61462053,-7.818466323
Germinated,-33.25168769,5.830948273
Not,-18.93939552,4.711812123
Not,-16.99861417,1.997995791
Not,-19.82409821,11.13483934
Not,-25.44129311,2.183675139
Not,-22.70777004,-1.932610645
Not,-38.71246024,-7.210010095
Not,-27.62522178,-10.87503531
Not,-22.35318192,2.995943794
Not,-17.60062259,3.011464416
Not,-17.62151128,11.86149326
Not,-18.46916387,-0.045614216
Not,-19.83823853,-1.736724357
Not,-21.91518918,2.563788883
Not,-25.30140925,-7.030243668
Germinated,-23.77761665,-0.664743425
Germinated,-24.33637656,-1.829699674
Germinated,-25.58734526,-4.650003634
Germinated,-23.21796658,3.242953474
Not,-21.47148682,0.623055861
Germinated,-28.98636436,3.9406365
Not,-28.85665974,-11.77422483
Germinated,-34.95146843,0.205717884
Germinated,-32.43622997,6.270877513
Not,-17.58606795,-2.168281757
Germinated,-22.79306061,4.31959134
Germinated,-19.4329878,6.882492735
Not,-18.83420895,11.4439099
Not,-21.30115285,-2.933988304
Not,-19.83000636,13.52011713
Germinated,-16.7272447,-4.809934319
Germinated,-23.98458438,-12.46856884
Germinated,-17.57663178,-3.594210521
Germinated,-14.8537389,-5.094666473
Not,-12.6172737,-6.193858139
Not,-11.80267697,-4.279065831
Not,-11.71853389,-3.139540509
Germinated,-16.33034825,-4.765660994
Not,-15.90189257,-4.09276526
Germinated,-15.89834363,-3.599928835
Not,-11.92533189,-2.270359941
Not,-22.59276111,-16.59261033
Not,-12.75674868,-3.662770784
Not,-13.93500172,-5.075801151
Not,-15.03958716,-5.16118391
Germinated,-20.48587163,-14.70676236
Not,-18.22304344,-6.925269845
Not,-16.34548529,-4.433345422
Not,-14.44719341,-4.75803843
Germinated,-29.38355257,-8.104912577
Not,-12.09049687,-3.860180568
Not,-16.3335786,-8.0343742
Not,-18.0623592,-8.581616656
Not,-17.74506719,-9.479577833
Germinated,-19.04934403,-1.6712993
Germinated,-18.20667224,-0.272875098
Not,-13.95503863,0.629127698
Not,-11.13551819,-1.719951945
Germinated,-15.91884922,-7.346299621
Germinated,-15.29641021,-5.445749491
Not,-13.79338657,7.868235771
Not,-15.71008236,-3.07713907
Not,-19.50144939,-6.037844075
Germinated,-24.22285906,-11.53376498
Germinated,-25.73135431,-2.267725628
Not,-12.07029509,-1.043443803
Not,-14.65749565,-4.356509903
Not,-13.67497165,6.257612699
Not,-15.78565659,-3.717908985
Not,-15.92556152,-4.747066176
Not,-23.66446532,-6.414579333
Not,-27.42030922,-21.60268103
Not,-21.97684236,-8.576095992
Not,-12.83002485,-1.531842394
Not,-13.71893677,7.119500855
Not,-19.3726977,-8.053745122
Not,-18.89783931,-9.757634197
Not,-16.03207431,-3.670015068
Not,-19.31032449,-7.155831276
Germinated,-24.34722225,-11.51383777
Germinated,-21.56196638,-4.33499801
Germinated,-21.17934744,-9.863384442
Germinated,-19.26360189,-6.969210063
Not,-23.21934269,-4.339180854
Germinated,-25.01718112,-5.939954408
Not,-29.9019528,-22.31120394
Germinated,-23.75487069,7.505723414
Germinated,-24.77045338,1.715166428
Not,-16.81195486,-6.120740995
Germinated,-17.29734134,1.295170207
Germinated,-15.47390517,5.039997988
Not,-14.67777673,8.718879009
Not,-21.30692184,-6.835041369
Not,-19.29765369,-5.73374644
Germinated,-18.7350644,-4.268776798
Germinated,-38.84243718,-24.41842484
Germinated,-26.28107391,3.168388464
Germinated,-16.23339366,-0.114263615
Not,-16.66089523,-4.877165713
Not,-15.22855427,-3.00108713
Not,-14.8636691,-1.932851949
Germinated,-28.18001697,-6.927934092
Not,-18.20998051,-2.508625337
Germinated,-23.14934509,-6.867889662
Not,-15.83290889,-1.598984986
Not,-24.01628716,-6.082624217
Not,-18.89080141,-4.388260722
Not,-20.0223759,-5.054307403
Not,-21.32579638,-4.529231136
Germinated,-24.40163687,-11.59162462
Not,-22.35155998,-5.498739811
Not,-21.30941742,-3.659699613
Not,-19.91641194,-3.819649903
Germinated,-37.10353518,-0.954181915
Not,-18.58504027,-4.724292538
Not,-20.9579008,-7.003755727
Not,-27.93358988,-7.499636141
Not,-22.6621781,-7.360771801
Germinated,-23.32245531,3.652525253
Germinated,-23.14309063,-1.381172844
Not,-17.82999955,3.315073119
